player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
2225A233,8,0,50000,45080,2037,2883,3214,206,46580
2225A233,9,0,50000,42785,5437,1778,3460,121,46419
2225A233,K,0,50000,26442,18755,4803,3183,273,46544
2225A233,A,0,50000,23276,6489,20235,1394,1003,47603
2225A23A,3,0,50000,25663,5757,18580,3550,581,45869
2225A23A,4,0,50000,26777,5581,17642,4544,664,44792
2225A23A,5,0,50000,27794,5281,16925,4701,722,44577
2225A23A,6,0,50000,31287,2632,16081,4665,584,44751
2225A23A,7,0,50000,34945,4588,10467,5042,409,44549
2225A23A,8,0,50000,19554,20499,9947,5243,356,44401
2225A23A,9,0,50000,18365,4837,26798,4435,1064,44501
2225A23A,K,0,50000,15896,5538,28566,4281,546,45173
2225A23A,A,0,50000,10607,6008,33385,2429,1600,45971
2225A24A,3,0,50000,31300,6408,12292,1737,306,47957
2225A24A,4,0,50000,31998,5614,12388,1739,274,47987
2225A24A,5,0,50000,33917,5648,10435,1825,183,47992
2225A24A,6,0,50000,34185,5943,9872,1903,228,47869
2225A24A,7,0,50000,39586,2766,7648,2039,185,47776
2225A24A,8,0,50000,39724,4443,5833,2001,106,47893
2225A24A,9,0,50000,23390,20536,6074,2080,160,47760
2225A24A,K,0,50000,21176,6226,22598,1312,884,47804
2225A24A,A,0,50000,16997,6263,26740,512,146,49342
2225A25A,3,0,50000,37428,6669,5903,2072,263,47665
2225A25A,4,0,50000,38029,5981,5990,2020,294,47686
2225A25A,5,0,50000,40179,3933,5888,2076,259,47665
2225A25A,6,0,50000,40480,5708,3812,2058,176,47766
2225A25A,7,0,50000,42001,4097,3902,2187,190,47623
2225A25A,8,0,50000,44325,2050,3625,2065,191,47744
2225A25A,9,0,50000,43999,4211,1790,2248,80,47672
2225A25A,K,0,50000,27473,18831,3696,2094,126,47780
2225A25A,A,0,50000,23119,6358,20523,694,466,48840
2225A2A3,3,0,50000,25836,5722,18442,3478,576,45946
2225A2A3,4,0,50000,26588,5561,17851,4598,667,44735
2225A2A3,5,0,50000,27569,5507,16924,4512,702,44786
2225A2A3,6,0,50000,31476,2667,15857,4763,586,44651
2225A2A3,7,0,50000,34985,4473,10542,5122,442,44436
2225A2A3,8,0,50000,19237,20567,10196,5185,380,44435
2225A2A3,9,0,50000,18587,4970,26443,4378,1076,44546
2225A2A3,K,0,50000,15858,5543,28599,4242,542,45216
2225A2A3,A,0,50000,10834,6014,33152,2415,1583,46002
2225A2A4,3,0,50000,31190,6476,12334,1779,298,47923
2225A2A4,4,0,50000,32241,5597,12162,1751,295,47954
2225A2A4,5,0,50000,33917,5597,10486,1846,188,47966
2225A2A4,6,0,50000,34286,6012,9702,1880,259,47861
2225A2A4,7,0,50000,39514,2814,7672,1998,181,47821
2225A2A4,8,0,50000,39541,4590,5869,2063,110,47827
2225A2A4,9,0,50000,23440,20393,6167,2166,159,47675
2225A2A4,K,0,50000,21147,6213,22640,1287,902,47811
2225A2A4,A,0,50000,16977,6234,26789,568,153,49279
2225A2A5,3,0,50000,37478,6613,5909,2038,270,47692
2225A2A5,4,0,50000,38065,5904,6031,2061,278,47661
2225A2A5,5,0,50000,40345,3993,5662,2021,297,47682
2225A2A5,6,0,50000,40320,5679,4001,2217,178,47605
2225A2A5,7,0,50000,42080,4109,3811,2200,196,47604
2225A2A5,8,0,50000,44322,2064,3614,2166,173,47661
2225A2A5,9,0,50000,44059,4326,1615,2266,100,47634
2225A2A5,K,0,50000,27352,18975,3673,2210,95,47695
2225A2A5,A,0,50000,23383,6392,20225,670,476,48854
2225A2AA,3,0,50000,19859,0,30141,9309,1556,39135
2225A2AA,4,0,50000,21089,0,28911,9154,1581,39265
2225A2AA,5,0,50000,24470,0,25530,9355,1375,39270
2225A2AA,6,0,50000,26246,0,23754,10671,1330,37999
2225A2AA,7,0,50000,14532,0,35468,10926,1393,37681
2225A2AA,8,0,50000,13199,0,36801,11460,897,37643
2225A2AA,9,0,50000,13401,0,36599,9944,2529,37527
2225A2AA,K,0,50000,10729,0,39271,8147,2623,39230
2225A2AA,A,0,50000,5152,0,44848,5564,2653,41783
2225A323,3,0,50000,37487,6555,5958,3143,410,46447
2225A323,4,0,50000,37506,6301,6193,3035,462,46503
2225A323,5,0,50000,38861,5120,6019,3097,432,46471
2225A323,6,0,50000,39176,5793,5031,3183,334,46483
2225A323,7,0,50000,42579,3491,3930,3200,280,46520
2225A323,8,0,50000,45024,2091,2885,3274,225,46501
2225A323,9,0,50000,42875,5376,1749,3372,125,46503
2225A323,K,0,50000,26419,18771,4810,3221,266,46513
2225A323,A,0,50000,22901,6616,20483,1370,1014,47616
2225A32A,3,0,50000,25725,5864,18411,3488,581,45931
2225A32A,4,0,50000,26527,5507,17966,4512,686,44802
2225A32A,5,0,50000,27763,5315,16922,4542,745,44713
2225A32A,6,0,50000,31482,2652,15866,4798,634,44568
2225A32A,7,0,50000,35161,4422,10417,5025,392,44583
2225A32A,8,0,50000,19470,20224,10306,5042,416,44542
2225A32A,9,0,50000,18629,4864,26507,4451,1135,44414
2225A32A,K,0,50000,15622,5547,28831,4097,551,45352
2225A32A,A,0,50000,10857,5833,33310,2467,1585,45948
2225A332,3,0,50000,37614,6498,5888,3172,452,46376
2225A332,4,0,50000,37384,6302,6314,3080,456,46464
2225A332,5,0,50000,38906,5156,5938,3052,397,46551
2225A332,6,0,50000,39441,5714,4845,3069,383,46548
2225A332,7,0,50000,42630,3409,3961,3278,282,46440
2225A332,8,0,50000,44906,2129,2965,3322,227,46451
2225A332,9,0,50000,42841,5411,1748,3411,157,46432
2225A332,K,0,50000,26281,18785,4934,3230,261,46509
2225A332,A,0,50000,23188,6713,20099,1419,947,47634
2225A33A,2,0,50000,30864,6711,12425,1750,323,47927
2225A33A,3,0,50000,31350,6316,12334,2816,436,46748
2225A33A,4,0,50000,32068,5713,12219,2762,422,46816
2225A33A,5,0,50000,33288,6115,10597,2771,346,46883
2225A33A,6,0,50000,34782,4384,10834,2872,346,46782
2225A33A,7,0,50000,39758,2809,7433,3066,289,46645
2225A33A,8,0,50000,39880,4608,5512,3216,169,46615
2225A33A,9,0,50000,22907,20515,6578,3110,183,46707
2225A33A,K,0,50000,21272,5993,22735,2345,974,46681
2225A33A,A,0,50000,16802,6237,26961,1163,564,48273
2225A34A,2,0,50000,37512,6271,6217,1958,279,47763
2225A34A,3,0,50000,37592,6407,6001,2036,281,47683
2225A34A,4,0,50000,37658,6177,6165,2069,315,47616
2225A34A,5,0,50000,39503,4643,5854,2028,253,47719
2225A34A,6,0,50000,40216,4857,4927,2062,242,47696
2225A34A,7,0,50000,42769,3687,3544,2159,158,47683
2225A34A,8,0,50000,44192,2462,3346,2159,186,47655
2225A34A,9,0,50000,43613,4274,2113,2123,108,47769
2225A34A,K,0,50000,27301,18788,3911,2160,123,47717
2225A34A,A,0,50000,23083,6518,20399,713,473,48814
2225A3A2,3,0,50000,25578,5805,18617,3408,585,46007
2225A3A2,4,0,50000,26510,5610,17880,4533,703,44764
2225A3A2,5,0,50000,27801,5428,16771,4518,748,44734
2225A3A2,6,0,50000,31433,2665,15902,4645,622,44733
2225A3A2,7,0,50000,35009,4365,10626,5080,399,44521
2225A3A2,8,0,50000,19356,20472,10172,5120,411,44469
2225A3A2,9,0,50000,18702,4927,26371,4506,1136,44358
2225A3A2,K,0,50000,15650,5536,28814,4179,584,45237
2225A3A2,A,0,50000,10973,5858,33169,2331,1623,46046
2225A3A3,2,0,50000,30894,6668,12438,1765,299,47936
2225A3A3,3,0,50000,31389,6318,12293,2682,425,46893
2225A3A3,4,0,50000,31981,5770,12249,2789,473,46738
2225A3A3,5,0,50000,33275,5906,10819,2800,357,46843
2225A3A3,6,0,50000,34856,4472,10672,2802,390,46808
2225A3A3,7,0,50000,39742,2976,7282,3022,273,46705
2225A3A3,8,0,50000,39992,4439,5569,3054,215,46731
2225A3A3,9,0,50000,23161,20287,6552,3186,164,46650
2225A3A3,K,0,50000,21271,5985,22744,2386,950,46664
2225A3A3,A,0,50000,16942,6177,26881,1263,602,48135
2225A3A4,2,0,50000,37661,6217,6122,1998,288,47714
2225A3A4,3,0,50000,37710,6313,5977,2043,284,47673
2225A3A4,4,0,50000,37708,6111,6181,2055,277,47668
2225A3A4,5,0,50000,39359,4690,5951,2102,256,47642
2225A3A4,6,0,50000,40107,5020,4873,2123,217,47660
2225A3A4,7,0,50000,42718,3708,3574,2142,209,47649
2225A3A4,8,0,50000,44203,2408,3389,2194,156,47650
2225A3A4,9,0,50000,43600,4185,2215,2155,115,47730
2225A3A4,K,0,50000,27299,18775,3926,2173,143,47684
2225A3A4,A,0,50000,23133,6369,20498,665,511,48824
2225A3AA,2,0,50000,19173,5502,25325,7271,1132,41597
2225A3AA,3,0,50000,19694,6328,23978,7273,1070,41657
2225A3AA,4,0,50000,21342,5553,23105,7065,1140,41795
2225A3AA,5,0,50000,24309,3608,22083,8291,1153,40556
2225A3AA,6,0,50000,26138,4188,19674,8515,1079,40406
2225A3AA,7,0,50000,14473,20791,14736,9118,690,40192
2225A3AA,8,0,50000,13331,6418,30251,8922,1041,40037
2225A3AA,9,0,50000,12992,5859,31149,8701,1052,40247
2225A3AA,K,0,50000,10704,5697,33599,7230,1866,40904
2225A3AA,A,0,50000,5225,5375,39400,4724,2537,42739
2225A42A,3,0,50000,31331,6404,12265,1739,297,47964
2225A42A,4,0,50000,32264,5604,12132,1745,268,47987
2225A42A,5,0,50000,33812,5642,10546,1825,225,47950
2225A42A,6,0,50000,33998,6059,9943,1921,244,47835
2225A42A,7,0,50000,39649,2658,7693,1919,187,47894
2225A42A,8,0,50000,39530,4484,5986,2015,102,47883
2225A42A,9,0,50000,23493,20546,5961,2129,153,47718
2225A42A,K,0,50000,21376,6145,22479,1344,918,47738
2225A42A,A,0,50000,16726,6434,26840,550,138,49312
2225A43A,2,0,50000,37585,6114,6301,2089,300,47611
2225A43A,3,0,50000,37707,6301,5992,2049,258,47693
2225A43A,4,0,50000,37723,6182,6095,2123,286,47591
2225A43A,5,0,50000,39395,4701,5904,2021,265,47714
2225A43A,6,0,50000,40074,4972,4954,2029,254,47717
2225A43A,7,0,50000,42722,3737,3541,2185,168,47647
2225A43A,8,0,50000,44128,2504,3368,2123,165,47712
2225A43A,9,0,50000,43480,4235,2285,2212,90,47698
2225A43A,K,0,50000,27392,18804,3804,2229,124,47647
2225A43A,A,0,50000,23092,6425,20483,670,486,48844
2225A4A2,3,0,50000,31338,6393,12269,1754,307,47939
2225A4A2,4,0,50000,32254,5566,12180,1683,281,48036
2225A4A2,5,0,50000,33887,5768,10345,1822,206,47972
2225A4A2,6,0,50000,34446,5958,9596,1840,243,47917
2225A4A2,7,0,50000,39694,2699,7607,1958,187,47855
2225A4A2,8,0,50000,39658,4531,5811,2052,92,47856
2225A4A2,9,0,50000,23282,20643,6075,2075,144,47781
2225A4A2,K,0,50000,21291,5973,22736,1312,917,47771
2225A4A2,A,0,50000,16731,6310,26959,489,161,49350
2225A4A3,2,0,50000,37553,6272,6175,2035,289,47676
2225A4A3,3,0,50000,37680,6354,5966,2076,275,47649
2225A4A3,4,0,50000,37631,6248,6121,2040,268,47692
2225A4A3,5,0,50000,39323,4826,5851,2024,311,47665
2225A4A3,6,0,50000,39956,4980,5064,2246,205,47549
2225A4A3,7,0,50000,42731,3576,3693,2147,183,47670
2225A4A3,8,0,50000,44151,2463,3386,2117,170,47713
2225A4A3,9,0,50000,43614,4187,2199,2207,98,47695
2225A4A3,K,0,50000,27309,18822,3869,2139,117,47744
2225A4A3,A,0,50000,23094,6524,20382,648,459,48893
2225A4AA,2,0,50000,24602,6393,19005,4809,740,44451
2225A4AA,3,0,50000,25737,5759,18504,4723,708,44569
2225A4AA,4,0,50000,27864,4654,17482,5807,831,43362
2225A4AA,5,0,50000,28065,6095,15840,5802,775,43423
2225A4AA,6,0,50000,30516,3693,15791,5804,737,43459
2225A4AA,7,0,50000,35637,3756,10607,6220,510,43270
2225A4AA,8,0,50000,19412,20664,9924,6216,399,43385
2225A4AA,9,0,50000,18789,5202,26009,6174,725,43101
2225A4AA,K,0,50000,16241,5830,27929,5644,833,43523
2225A4AA,A,0,50000,10593,6232,33175,3198,2100,44702
2225A52A,3,0,50000,37817,6404,5779,1972,298,47730
2225A52A,4,0,50000,37824,6050,6126,1990,282,47728
2225A52A,5,0,50000,40412,3900,5688,2073,243,47684
2225A52A,6,0,50000,40199,5775,4026,2154,193,47653
2225A52A,7,0,50000,42062,4103,3835,2114,177,47709
2225A52A,8,0,50000,44208,2124,3668,2137,165,47698
2225A52A,9,0,50000,44038,4235,1727,2257,102,47641
2225A52A,K,0,50000,27354,19026,3620,2234,121,47645
2225A52A,A,0,50000,23151,6317,20532,663,478,48859
2225A5A2,3,0,50000,37657,6509,5834,2069,267,47664
2225A5A2,4,0,50000,37947,6028,6025,2008,300,47692
2225A5A2,5,0,50000,40487,3836,5677,2035,254,47711
2225A5A2,6,0,50000,40289,5759,3952,2181,204,47615
2225A5A2,7,0,50000,42212,4036,3752,2238,148,47614
2225A5A2,8,0,50000,44272,2063,3665,2145,198,47657
2225A5A2,9,0,50000,44084,4232,1684,2250,78,47672
2225A5A2,K,0,50000,27362,18917,3721,2154,119,47727
2225A5A2,A,0,50000,23305,6296,20399,707,482,48811
2225A5AA,2,0,50000,30902,6991,12107,844,134,49022
2225A5AA,3,0,50000,31509,6440,12051,1957,323,47720
2225A5AA,4,0,50000,33411,4823,11766,1926,286,47788
2225A5AA,5,0,50000,34542,6224,9234,1979,242,47779
2225A5AA,6,0,50000,34490,6007,9503,2018,221,47761
2225A5AA,7,0,50000,38869,3222,7909,2074,208,47718
2225A5AA,8,0,50000,40310,3461,6229,2118,147,47735
2225A5AA,9,0,50000,24009,20719,5272,2283,93,47624
2225A5AA,K,0,50000,22145,6166,21689,1808,527,47665
2225A5AA,A,0,50000,16885,6361,26754,670,480,48850
2225A6AA,2,0,50000,37703,6314,5983,946,127,48927
2225A6AA,3,0,50000,37819,6336,5845,1000,138,48862
2225A6AA,4,0,50000,38862,5216,5922,1019,142,48839
2225A6AA,5,0,50000,40714,4422,4864,990,122,48888
2225A6AA,6,0,50000,39695,5587,4718,1058,113,48829
2225A6AA,7,0,50000,42058,4229,3713,1054,94,48852
2225A6AA,8,0,50000,43784,2560,3656,1072,93,48835
2225A6AA,9,0,50000,44436,3282,2282,1077,52,48871
2225A6AA,K,0,50000,28221,19025,2754,1111,33,48856
2225A6AA,A,0,50000,23121,6551,20328,0,0,50000
2225AA23,3,0,50000,25672,5715,18613,3520,583,45897
2225AA23,4,0,50000,26492,5533,17975,4556,737,44707
2225AA23,5,0,50000,27812,5281,16907,4675,711,44614
2225AA23,6,0,50000,31663,2557,15780,4663,627,44710
2225AA23,7,0,50000,34931,4485,10584,4973,439,44588
2225AA23,8,0,50000,19343,20468,10189,5131,390,44479
2225AA23,9,0,50000,18475,4863,26662,4522,1138,44340
2225AA23,K,0,50000,15876,5580,28544,4207,525,45268
2225AA23,A,0,50000,10847,5915,33238,2428,1623,45949
2225AA24,3,0,50000,31402,6235,12363,1762,291,47947
2225AA24,4,0,50000,32159,5431,12410,1729,322,47949
2225AA24,5,0,50000,33752,5617,10631,1907,208,47885
2225AA24,6,0,50000,34311,5948,9741,1803,234,47963
2225AA24,7,0,50000,39645,2665,7690,1927,166,47907
2225AA24,8,0,50000,39419,4702,5879,2045,90,47865
2225AA24,9,0,50000,23340,20565,6095,2094,138,47768
2225AA24,K,0,50000,21258,6034,22708,1338,908,47754
2225AA24,A,0,50000,16977,6316,26707,541,145,49314
2225AA25,3,0,50000,37543,6622,5835,2026,255,47719
2225AA25,4,0,50000,37923,5925,6152,2054,298,47648
2225AA25,5,0,50000,40581,3830,5589,2092,260,47648
2225AA25,6,0,50000,40249,5754,3997,2133,157,47710
2225AA25,7,0,50000,42046,4153,3801,2187,166,47647
2225AA25,8,0,50000,44151,2123,3726,2102,191,47707
2225AA25,9,0,50000,44069,4211,1720,2263,88,47649
2225AA25,K,0,50000,27644,18717,3639,2269,131,47600
2225AA25,A,0,50000,23450,6276,20274,687,474,48839
2225AA2A,3,0,50000,19637,0,30363,9254,1512,39234
2225AA2A,4,0,50000,20733,0,29267,9260,1502,39238
2225AA2A,5,0,50000,24412,0,25588,9318,1414,39268
2225AA2A,6,0,50000,26231,0,23769,10703,1351,37946
2225AA2A,7,0,50000,14657,0,35343,11142,1449,37409
2225AA2A,8,0,50000,13405,0,36595,11539,967,37494
2225AA2A,9,0,50000,13243,0,36757,10086,2485,37429
2225AA2A,K,0,50000,10706,0,39294,8248,2804,38948
2225AA2A,A,0,50000,5142,0,44858,5651,2696,41653
2225AA32,3,0,50000,25717,5690,18593,3532,580,45888
2225AA32,4,0,50000,26603,5561,17836,4568,713,44719
2225AA32,5,0,50000,27881,5247,16872,4588,737,44675
2225AA32,6,0,50000,31535,2595,15870,4599,609,44792
2225AA32,7,0,50000,34688,4560,10752,4952,446,44602
2225AA32,8,0,50000,19220,20490,10290,5203,363,44434
2225AA32,9,0,50000,18463,4866,26671,4483,1074,44443
2225AA32,K,0,50000,15685,5407,28908,4192,559,45249
2225AA32,A,0,50000,10838,5958,33204,2480,1704,45816
2225AA33,2,0,50000,30760,6710,12530,1803,285,47912
2225AA33,3,0,50000,31486,6294,12220,2778,406,46816
2225AA33,4,0,50000,31961,5674,12365,2814,412,46774
2225AA33,5,0,50000,33196,6068,10736,2941,340,46719
2225AA33,6,0,50000,34809,4373,10818,2858,386,46756
2225AA33,7,0,50000,39671,2834,7495,3067,252,46681
2225AA33,8,0,50000,39766,4581,5653,3225,211,46564
2225AA33,9,0,50000,23198,20276,6526,3148,171,46681
2225AA33,K,0,50000,21168,5822,23010,2326,986,46688
2225AA33,A,0,50000,16811,6211,26978,1225,632,48143
2225AA34,2,0,50000,37809,6114,6077,2087,278,47635
2225AA34,3,0,50000,37448,6490,6062,1981,278,47741
2225AA34,4,0,50000,37699,6171,6130,1993,292,47715
2225AA34,5,0,50000,39531,4609,5860,2070,296,47634
2225AA34,6,0,50000,40133,4975,4892,2074,239,47687
2225AA34,7,0,50000,42655,3784,3561,2126,149,47725
2225AA34,8,0,50000,44032,2501,3467,2263,166,47571
2225AA34,9,0,50000,43722,4118,2160,2308,82,47610
2225AA34,K,0,50000,27333,18843,3824,2169,129,47702
2225AA34,A,0,50000,23212,6492,20296,704,477,48819
2225AA3A,2,0,50000,19100,5681,25219,7231,1109,41660
2225AA3A,3,0,50000,19456,6412,24132,7255,1170,41575
2225AA3A,4,0,50000,21413,5467,23120,7102,1060,41838
2225AA3A,5,0,50000,24394,3627,21979,8149,1165,40686
2225AA3A,6,0,50000,26176,4181,19643,8423,1087,40490
2225AA3A,7,0,50000,14594,20729,14677,9180,687,40133
2225AA3A,8,0,50000,13372,6268,30360,8911,1056,40033
2225AA3A,9,0,50000,12988,5812,31200,8632,1079,40289
2225AA3A,K,0,50000,10712,5622,33666,7148,1906,40946
2225AA3A,A,0,50000,5141,5475,39384,4794,2549,42657
2225AA42,3,0,50000,31212,6513,12275,1733,280,47987
2225AA42,4,0,50000,32358,5399,12243,1818,234,47948
2225AA42,5,0,50000,34047,5545,10408,1810,240,47950
2225AA42,6,0,50000,34242,5991,9767,1832,226,47942
2225AA42,7,0,50000,39578,2725,7697,1922,198,47880
2225AA42,8,0,50000,39370,4699,5931,2069,100,47831
2225AA42,9,0,50000,23592,20402,6006,2120,125,47755
2225AA42,K,0,50000,21201,6088,22711,1318,889,47793
2225AA42,A,0,50000,16797,6199,27004,540,135,49325
2225AA43,2,0,50000,37589,6289,6122,2003,274,47723
2225AA43,3,0,50000,37481,6410,6109,2142,242,47616
2225AA43,4,0,50000,37770,6014,6216,2081,275,47644
2225AA43,5,0,50000,39273,4755,5972,2121,259,47620
2225AA43,6,0,50000,40244,4838,4918,2125,241,47634
2225AA43,7,0,50000,42640,3733,3627,2137,174,47689
2225AA43,8,0,50000,44168,2481,3351,2186,165,47649
2225AA43,9,0,50000,43514,4272,2214,2213,104,47683
2225AA43,K,0,50000,27147,19010,3843,2201,137,47662
2225AA43,A,0,50000,23161,6279,20560,633,501,48866
2225AA4A,2,0,50000,24763,6392,18845,4877,728,44395
2225AA4A,3,0,50000,25836,5741,18423,4677,721,44602
2225AA4A,4,0,50000,27776,4652,17572,5628,846,43526
2225AA4A,5,0,50000,28111,6195,15694,5744,781,43475
2225AA4A,6,0,50000,30681,3654,15665,5976,758,43266
2225AA4A,7,0,50000,35573,3666,10761,6174,514,43312
2225AA4A,8,0,50000,19562,20518,9920,6130,433,43437
2225AA4A,9,0,50000,18827,5237,25936,6191,734,43075
2225AA4A,K,0,50000,16408,5850,27742,5541,846,43613
2225AA4A,A,0,50000,10787,5959,33254,3303,2031,44666
2225AA52,3,0,50000,37388,6605,6007,2021,291,47688
2225AA52,4,0,50000,37848,6092,6060,2063,271,47666
2225AA52,5,0,50000,40285,3964,5751,2082,275,47643
2225AA52,6,0,50000,40325,5619,4056,2122,182,47696
2225AA52,7,0,50000,42059,4214,3727,2194,175,47631
2225AA52,8,0,50000,44281,2067,3652,2160,174,47666
2225AA52,9,0,50000,44059,4253,1688,2253,70,47677
2225AA52,K,0,50000,27592,18690,3718,2194,128,47678
2225AA52,A,0,50000,23254,6311,20435,690,507,48803
2225AA5A,2,0,50000,30887,7088,12025,911,138,48951
2225AA5A,3,0,50000,31541,6517,11942,1981,281,47738
2225AA5A,4,0,50000,33294,4877,11829,1970,252,47778
2225AA5A,5,0,50000,34496,6114,9390,1904,243,47853
2225AA5A,6,0,50000,34285,6075,9640,2050,210,47740
2225AA5A,7,0,50000,38989,3227,7784,2097,194,47709
2225AA5A,8,0,50000,40267,3549,6184,2158,145,47697
2225AA5A,9,0,50000,23985,20632,5383,2273,107,47620
2225AA5A,K,0,50000,22274,6161,21565,1788,522,47690
2225AA5A,A,0,50000,16991,6219,26790,692,470,48838
2225AA6A,2,0,50000,37804,6325,5871,1076,138,48786
2225AA6A,3,0,50000,37681,6447,5872,1066,127,48807
2225AA6A,4,0,50000,38818,5192,5990,1062,115,48823
2225AA6A,5,0,50000,40575,4463,4962,1106,102,48792
2225AA6A,6,0,50000,39634,5719,4647,1013,124,48863
2225AA6A,7,0,50000,41922,4323,3755,1070,94,48836
2225AA6A,8,0,50000,43616,2630,3754,1022,89,48889
2225AA6A,9,0,50000,44588,3216,2196,1108,65,48827
2225AA6A,K,0,50000,28238,18983,2779,1175,42,48783
2225AA6A,A,0,50000,22972,6499,20529,0,0,50000
2225AAA2,3,0,50000,19755,0,30245,9180,1628,39192
2225AAA2,4,0,50000,20939,0,29061,9279,1590,39131
2225AAA2,5,0,50000,24464,0,25536,9380,1368,39252
2225AAA2,6,0,50000,26240,0,23760,10746,1243,38011
2225AAA2,7,0,50000,14455,0,35545,11202,1421,37377
2225AAA2,8,0,50000,13173,0,36827,11282,1011,37707
2225AAA2,9,0,50000,13313,0,36687,10227,2433,37340
2225AAA2,K,0,50000,10541,0,39459,8147,2543,39310
2225AAA2,A,0,50000,5103,0,44897,5739,2581,41680
2225AAA3,2,0,50000,19021,5569,25410,7217,1185,41598
2225AAA3,3,0,50000,19700,6377,23923,7115,1126,41759
2225AAA3,4,0,50000,21764,5534,22702,7093,1120,41787
2225AAA3,5,0,50000,24438,3500,22062,8194,1097,40709
2225AAA3,6,0,50000,26235,4195,19570,8340,1144,40516
2225AAA3,7,0,50000,14645,20625,14730,9109,697,40194
2225AAA3,8,0,50000,13495,6353,30152,8748,1098,40154
2225AAA3,9,0,50000,12994,5862,31144,8634,1007,40359
2225AAA3,K,0,50000,10613,5660,33727,7182,1752,41066
2225AAA3,A,0,50000,5225,5355,39420,4693,2645,42662
2225AAA4,2,0,50000,24735,6455,18810,4975,728,44297
2225AAA4,3,0,50000,25667,5822,18511,4599,734,44667
2225AAA4,4,0,50000,27723,4740,17537,5845,811,43344
2225AAA4,5,0,50000,28345,6171,15484,5801,815,43384
2225AAA4,6,0,50000,30452,3605,15943,5910,749,43341
2225AAA4,7,0,50000,35443,3755,10802,6156,510,43334
2225AAA4,8,0,50000,19546,20579,9875,6403,401,43196
2225AAA4,9,0,50000,18909,5052,26039,6098,783,43119
2225AAA4,K,0,50000,16495,5704,27801,5420,861,43719
2225AAA4,A,0,50000,10663,5988,33349,3261,2091,44648
2225AAA5,2,0,50000,30779,7070,12151,904,140,48956
2225AAA5,3,0,50000,31516,6183,12301,1905,292,47803
2225AAA5,4,0,50000,33201,4793,12006,1928,259,47813
2225AAA5,5,0,50000,34559,6012,9429,1970,228,47802
2225AAA5,6,0,50000,34333,6046,9621,1996,248,47756
2225AAA5,7,0,50000,38787,3296,7917,2038,163,47799
2225AAA5,8,0,50000,40095,3488,6417,2073,152,47775
2225AAA5,9,0,50000,24223,20500,5277,2180,93,47727
2225AAA5,K,0,50000,22024,6261,21715,1832,524,47644
2225AAA5,A,0,50000,17143,6004,26853,717,494,48789
2225AAA6,2,0,50000,37496,6391,6113,1038,140,48822
2225AAA6,3,0,50000,37727,6373,5900,1096,147,48757
2225AAA6,4,0,50000,39002,5276,5722,1061,130,48809
2225AAA6,5,0,50000,40693,4405,4902,1065,109,48826
2225AAA6,6,0,50000,39777,5631,4592,1075,116,48809
2225AAA6,7,0,50000,42000,4238,3762,1052,93,48855
2225AAA6,8,0,50000,43738,2616,3646,1060,83,48857
2225AAA6,9,0,50000,44594,3238,2168,1140,62,48798
2225AAA6,K,0,50000,28202,19020,2778,1114,29,48857
2225AAA6,A,0,50000,23053,6626,20321,0,0,50000
2225AAAA,2,0,50000,19457,0,30543,11935,2166,35899
